id|evento|target|prioridade|mentoria|local|endereco|data|inicio|fim|latitude|longitude
1393|Let’s Prototype a Voice-Activated Interface|0.005025125628140704|0.005025125628140704|0|Westin Austin Downtown Continental 2|310 E 5th ST. Austin, TX, EUA|Mar 9, 2019|3:30pm|5:30pm|30.2666201|-97.7403752
1386|Build a Solar Panel Workshop - Group 1|0.010050251256281407|0.010050251256281407|0|Westin Austin Downtown Paramount 2|310 E 5th ST. Austin, TX, EUA|Mar 9, 2019|12:30pm|2:00pm|30.2666201|-97.7403752
1440|Build a Movie Recommendation Engine in Python|0.01507537688442211|0.01507537688442211|0|Westin Austin Downtown Continental 3|310 E 5th ST. Austin, TX, EUA|Mar 12, 2019|3:30pm|6:00pm|30.2666201|-97.7403752
1428|Make Your First Android App with Machine Learning|0.020100502512562814|0.020100502512562814|0|Westin Austin Downtown Continental 2|310 E 5th ST. Austin, TX, EUA|Mar 11, 2019|3:30pm|5:30pm|30.2666201|-97.7403752
1726|Fintech Forward Download|0.02512562814070352|0.02512562814070352|0|Hilton Austin Downtown Austin Taco Project|500 E 4th St. Austin, TX, EUA|Mar 9, 2019|8:30am|11:00am|30.2650555|-97.73846970000001
1399|Designing APIs for Growth|0.03015075376884422|0.03015075376884422|0|Westin Austin Downtown Continental 3|310 E 5th ST. Austin, TX, EUA|Mar 10, 2019|11:00am|1:00pm|30.2666201|-97.7403752
1374|Better Living Through Twitter Apps & APIs|0.035175879396984924|0.035175879396984924|0|Westin Austin Downtown The Gallery Room|310 E 5th ST. Austin, TX, EUA|Mar 8, 2019|3:30pm|5:00pm|30.2666201|-97.7403752
1384|Prototyping for IoT with Arduino|0.04020100502512563|0.04020100502512563|0|Westin Austin Downtown Continental 1|310 E 5th ST. Austin, TX, EUA|Mar 9, 2019|9:30am|11:00am|30.2666201|-97.7403752
1389|Intro to Growth Engineering: Grow to Global Scale|0.04522613065326633|0.04522613065326633|0|Westin Austin Downtown Continental 2|310 E 5th ST. Austin, TX, EUA|Mar 9, 2019|12:30pm|2:00pm|30.2666201|-97.7403752
2143|Intrapreneurialism: Innovation in Organizations|0.05025125628140704|0.05025125628140704|0|Antone’s Capital One House|305 E 5th St. Austin, TX, EUA|Mar 9, 2019|9:30am|10:30am|30.266128000000002|-97.7403547
86|Making the Most of Your First SXSW|0.05527638190954774|0.05527638190954774|0|Austin Convention Center Room 16AB|500 E Cesar Chavez Austin, TX, EUA|Mar 8, 2019|5:00pm|6:00pm|30.264264899999997|-97.7392938
1757|SXSW Pitch: Enterprise and Smart Data Technology |0.06030150753768844|0.06030150753768844|0|Hilton Austin Downtown Salon DE|500 E 4th St. Austin, TX, EUA|Mar 9, 2019|12:30pm|1:30pm|30.2650555|-97.73846970000001
1700|SXSW Release It: Session 1|0.06532663316582915|0.06532663316582915|0|Hilton Austin Downtown Salon C|500 E 4th St. Austin, TX, EUA|Mar 8, 2019|11:00am|12:00pm|30.2650555|-97.73846970000001
1707|SXSW Release It: Session 2|0.07035175879396985|0.07035175879396985|0|Hilton Austin Downtown Salon C|500 E 4th St. Austin, TX, EUA|Mar 8, 2019|12:30pm|1:30pm|30.2650555|-97.73846970000001
977|Stina Hamlin (East Coast Digital): Mentor||0.07085427135678392|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|12:30pm|1:45pm|30.2645713|-97.743198
83|UBERLAND: Algorithms and the Future of Work|0.07537688442211055|0.07537688442211055|0|Austin Convention Center Room 10AB|500 E Cesar Chavez Austin, TX, EUA|Mar 8, 2019|3:30pm|4:30pm|30.264264899999997|-97.7392938
1723|PitchTexas: Graduate Startup Pitch Competition|0.08040201005025126|0.08040201005025126|0|Hilton Austin Downtown Salon J|500 E 4th St. Austin, TX, EUA|Mar 8, 2019|5:00pm|6:00pm|30.2650555|-97.73846970000001
596|Elise Cobain (Amazon Music): Mentor||0.08341708542713568|1|Austin Convention Center Room 17A|500 E Cesar Chavez Austin, TX, EUA|Mar 15, 2019|3:30pm|4:45pm|30.264264899999997|-97.7392938
105|SXSW Interactive Innovation Awards Finalist Showcase|0.08542713567839195|0.08542713567839195|0|Austin Convention Center Exhibit Hall 1|500 E Cesar Chavez Austin, TX, EUA|Mar 9, 2019|12:00pm|6:00pm|30.264264899999997|-97.7392938
968|Kelly McEuen (KMC Controls): Mentor||0.08643216080402011|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|12:30pm|1:45pm|30.2645713|-97.743198
2080|Sink-or-Swim: Activating the Digital Enterprise|0.09045226130653267|0.09045226130653267|0|Courtyard Marriott Rio Grande Ballroom|300 E 4th St. Austin, TX, EUA|Mar 8, 2019|12:30pm|1:30pm|30.2655533|-97.74022740000001
1397|Build a Solar Panel Workshop - Group 2||0.09045226130653268|0|Westin Austin Downtown Paramount 2|310 E 5th ST. Austin, TX, EUA|Mar 10, 2019|11:00am|12:30pm|30.2666201|-97.7403752
