id|evento|target|prioridade|mentoria|local|endereco|data|inicio|fim|latitude|longitude
78|7 Non-Obvious Trends Changing The Future In 2019|0.05263157894736842|0.05263157894736842|0|Austin Convention Center Ballroom D|500 E Cesar Chavez Austin, TX, EUA|Mar 8, 2019|15:30:00|16:30:00|30.2642649|-97.7392938
209|Impacts of the 4th Industrial Revolution on Logistics|0.10526315789473684|0.10526315789473684|0|Austin Convention Center Trade Show - Discovery Stage - Exhibit Hall 2|500 E Cesar Chavez Austin, TX, EUA|Mar 11, 2019|11:00:00|12:00:00|30.2642649|-97.7392938
1319|How the Future of VR & AR Will Be Unleashed Through Blockchain|0.15789473684210525|0.15789473684210525|0|JW Marriott Salon 1-2|110 E 2nd St. Austin, TX, EUA|Mar 13, 2019|15:30:00|16:30:00|30.2645713|-97.74319799999999
1998|The Future of AI in Blockchain|0.2631578947368421|0.2631578947368421|0|Hilton Austin Downtown Salon K|500 E 4th St. Austin, TX, EUA|Mar 14, 2019|15:30:00|16:30:00|30.2650555|-97.7384697
1691|In the Weeds of Cannabis Advertising||0.2894736842105263|0|Fairmont Congressional C|101 Red River. Austin, TX, EUA|Mar 14, 2019|14:00:00|15:00:00|30.26204559999999|-97.7381328
1661|Practical Machine Ethics and Implications for AI||0.2894736842105263|0|Fairmont Manchester EFG|101 Red River. Austin, TX, EUA|Mar 13, 2019|11:00:00|12:00:00|30.26204559999999|-97.7381328
1507|Breaking Barriers: Science + Technology Meet Up||0.3|0|Fairmont Violet|101 Red River. Austin, TX, EUA|Mar 9, 2019|15:30:00|16:30:00|30.26204559999999|-97.7381328
593|Connected Play: Gamifying the World Around Us||0.30526315789473685|0|Austin Convention Center Room 8C|500 E Cesar Chavez Austin, TX, EUA|Mar 15, 2019|15:30:00|16:30:00|30.2642649|-97.7392938
2795|Design Your Dream Job||0.3157894736842105|0|Palmer Events Center Room 4-5|900 Barton Springs Rd. Austin, TX, EUA|Mar 10, 2019|15:30:00|16:30:00|30.2606889|-97.7527899
1605|Transforming Civilization with Quantum Computing|0.3157894736842105|0.3157894736842105|0|Fairmont Manchester EFG|101 Red River. Austin, TX, EUA|Mar 11, 2019|16:15:00|16:30:00|30.26204559999999|-97.7381328
123|We're Here, We're Queer and Changing the Film World||0.32105263157894737|0|Austin Convention Center Room 15|500 E Cesar Chavez Austin, TX, EUA|Mar 9, 2019|14:00:00|15:00:00|30.2642649|-97.7392938
2186|How the Gender Tech Movement is Empowering Women||0.3263157894736842|0|The LINE Onyx Ballroom 1|111 E Cesar Chavez Austin, TX, EUA|Mar 9, 2019|11:00:00|12:00:00|30.2626651|-97.7436224
2329|Listening to the Future of AR||0.3263157894736842|0|Omni Downtown Voltron Room|700 San Jacinto Blvd. Austin, TX, EUA|Mar 12, 2019|17:00:00|18:00:00|30.2689471|-97.7403971
1830|Don’t Mess With Texas: Cyber Attackers Beware!||0.3315789473684211|0|Hilton Austin Downtown Salon K|500 E 4th St. Austin, TX, EUA|Mar 11, 2019|09:30:00|10:30:00|30.2650555|-97.7384697
2044|A Music Blockchain Use Case for Mycelia||0.3315789473684211|0|Hilton Austin Downtown Room 400-402|500 E 4th St. Austin, TX, EUA|Mar 15, 2019|16:30:00|18:00:00|30.2650555|-97.7384697
1893|Personal Aerial Vehicles: Sooner Than You Think||0.33684210526315794|0|Hilton Austin Downtown Room 400-402|500 E 4th St. Austin, TX, EUA|Mar 12, 2019|11:00:00|12:00:00|30.2650555|-97.7384697
228|Film Hub, USA: Building a Hometown Film Ecosystem||0.34210526315789475|0|Austin Convention Center Room 15|500 E Cesar Chavez Austin, TX, EUA|Mar 11, 2019|14:00:00|15:00:00|30.2642649|-97.7392938
1697|New Tech, New Peril, New Answers: It’s a BHR World||0.3421052631578948|0|Hilton Austin Downtown Salon F|500 E 4th St. Austin, TX, EUA|Mar 8, 2019|11:00:00|12:00:00|30.2650555|-97.7384697
1911|The Power and Profit in Partnership for Black Women||0.3473684210526316|0|Hilton Austin Downtown Salon J|500 E 4th St. Austin, TX, EUA|Mar 12, 2019|15:30:00|16:30:00|30.2650555|-97.7384697
1721|Giving to Grow and Receive||0.3473684210526316|0|Hilton Austin Downtown Salon K|500 E 4th St. Austin, TX, EUA|Mar 8, 2019|17:00:00|18:00:00|30.2650555|-97.7384697
1313|A New Wave: VR/AR's Impact on Music||0.3631578947368421|0|JW Marriott Salon 1-2|110 E 2nd St. Austin, TX, EUA|Mar 13, 2019|14:00:00|15:00:00|30.2645713|-97.74319799999999
91|Featured Session: Howard Schultz||0.3684210526315789|0|Austin Convention Center Ballroom D|500 E Cesar Chavez Austin, TX, EUA|Mar 9, 2019|09:30:00|10:30:00|30.2642649|-97.7392938
945|AI and the Future of Journalism||0.37894736842105264|0|JW Marriott Salon E|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|11:00:00|12:00:00|30.2645713|-97.74319799999999
737|Esports Player Development Best Practices||0.3842105263157895|0|Austin Convention Center Room 9AB|500 E Cesar Chavez Austin, TX, EUA|Mar 16, 2019|15:30:00|16:30:00|30.2642649|-97.7392938
1881|Mobility, Reimagined: Co-Designing New Futures||0.3842105263157895|0|Hilton Austin Downtown Room 400-402|500 E 4th St. Austin, TX, EUA|Mar 12, 2019|09:30:00|10:30:00|30.2650555|-97.7384697
988|Yahoo News' Skullduggery Podcast||0.3842105263157895|0|JW Marriott Brazos Room|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|14:00:00|15:00:00|30.2645713|-97.74319799999999
2073|The New Cannabis Consumers||0.41052631578947374|0|Hilton Austin Downtown Salon F|500 E 4th St. Austin, TX, EUA|Mar 16, 2019|14:00:00|15:00:00|30.2650555|-97.7384697
2776|Creating a Knockout LinkedIn & Resume||0.44210526315789467|0|Palmer Events Center Room 4-5|900 Barton Springs Rd. Austin, TX, EUA|Mar 10, 2019|09:30:00|10:30:00|30.2606889|-97.7527899
57|the sweatlife house by lululemon||0.6263157894736839|0|Clive Bar|609 Davis St. Austin, TX, EUA|Mar 8, 2019|08:00:00|02:00:00|30.260031400000006|-97.7385511
